purchase_date,type,capture_date,energy,warranty_date
2011-06-03,Furnace,2013-06-03,.225,
2014-05-04,Dish Washer,2016-05-04,.001,
2013-05-23,Fridge,2015-05-23,.144,
2012-01-20,Wine Cellar,2014-01-20,.015,
2013-10-25,Fridge,2016-10-25,.061,
2010-04-12,Fridge,2012-04-12,.061,
2010-11-25,Garage door,2012-11-25,.012,
2015-06-21,Fridge,2018-06-21,.070,
2014-12-13,Wine Cellar,2017-12-13,.072,
2013-10-20,Dish Washer,2015-10-20,.001,
2010-03-15,Furnace,2013-03-15,.158,
2013-09-27,Furnace,2017-09-27,.020,
2014-07-11,Fridge,2016-07-11,.065,
2010-04-08,Wine Cellar,2012-04-08,.007,
2011-05-30,Garage door,2013-05-30,.013,
2015-01-27,Furnace,2017-01-27,.034,
2015-12-10,Wine Cellar,2019-12-10,.008,
2011-12-26,Dish Washer,2015-12-26,.001,
2012-10-16,Dish Washer,2016-10-16,.001,
2010-06-07,Dish Washer,2012-06-07,.001,
2010-06-05,Furnace,2014-06-05,.063,
2014-01-18,Microwave,2018-01-18,.003,
2016-09-19,Fridge,2020-09-19,.042,
2011-11-22,Garage door,2014-11-22,.013,
2016-05-03,Fridge,2019-05-03,.005,
2014-11-30,Garage door,2018-11-30,.015,
2011-06-25,Fridge,2014-06-25,.056,
2015-02-16,Dish Washer,2019-02-16,.001,
2012-10-30,Wine Cellar,2014-10-30,.008,
2011-06-21,Wine Cellar,2014-06-21,.073,
2014-12-31,Furnace,2017-12-31,.021,
2013-12-08,Dish Washer,2017-12-08,.001,
2012-01-30,Furnace,2016-01-30,.087,
2012-04-14,Dish Washer,2015-04-14,.128,
2013-01-09,Fridge,2016-01-09,.047,
2013-11-27,Furnace,2017-11-27,.020,
2010-11-24,Fridge,2014-11-24,.018,
2013-02-17,Furnace,2015-02-17,.020,
2011-12-07,Dish Washer,2014-12-07,.001,
2010-02-27,Dish Washer,2014-02-27,.001,
2011-03-13,Fridge,2015-03-13,.074,
2011-04-10,Furnace,2015-04-10,.070,
2011-06-18,Furnace,2013-06-18,.191,
2013-08-22,Furnace,2016-08-22,.021,
2010-12-27,Wine Cellar,2012-12-27,.040,
2011-12-28,Fridge,2014-12-28,.185,
2015-09-16,Furnace,2017-09-16,.163,
2010-03-09,Furnace,2012-03-09,.173,
2015-12-14,Fridge,2019-12-14,.052,
2011-07-19,Furnace,2013-07-19,.176,
2013-10-08,Garage door,2017-10-08,.015,
2014-03-05,Wine Cellar,2016-03-05,.048,
2013-11-04,Dish Washer,2015-11-04,.001,
2010-05-23,Dish Washer,2012-05-23,.001,
2011-02-19,Furnace,2014-02-19,.086,
2012-10-06,Furnace,2015-10-06,.266,
2011-05-28,Furnace,2015-05-28,.263,
2014-08-09,Furnace,2016-08-09,.021,
2016-10-17,Furnace,2020-10-17,.020,
2016-08-15,Wine Cellar,2020-08-15,.008,
2013-09-09,Fridge,2015-09-09,.058,
2010-01-19,Fridge,2014-01-19,.009,
2011-03-20,Fridge,2013-03-20,.138,
2014-01-04,Dish Washer,2016-01-04,.001,
2015-08-13,Garage door,2017-08-13,.013,
2016-03-21,Microwave,2019-03-21,.003,
2015-02-23,Dish Washer,2017-02-23,.001,
2016-08-01,Furnace,2019-08-01,.283,
2012-06-05,Microwave,2014-06-05,.004,
2014-08-08,Furnace,2016-08-08,.021,
2012-10-04,Fridge,2014-10-04,.069,
2013-12-15,Microwave,2015-12-15,.004,
2013-11-03,Dish Washer,2015-11-03,.001,
2016-08-30,Fridge,2018-08-30,.056,
2014-07-04,Fridge,2018-07-04,.069,
2012-01-25,Furnace,2015-01-25,.270,
2014-09-29,Furnace,2017-09-29,.020,
2011-09-08,Dish Washer,2015-09-08,.083,
2012-08-11,Dish Washer,2014-08-11,.001,
2015-06-02,Wine Cellar,2018-06-02,.074,
2010-03-17,Wine Cellar,2014-03-17,.059,
2012-11-18,Fridge,2014-11-18,.055,
2013-08-02,Garage door,2016-08-02,.013,
2013-09-25,Fridge,2016-09-25,.005,
2014-11-15,Dish Washer,2018-11-15,.001,
2012-07-13,Wine Cellar,2014-07-13,.007,
2014-05-04,Fridge,2018-05-04,.045,
2011-07-14,Microwave,2014-07-14,.004,
2016-02-08,Garage door,2020-02-08,.014,
2013-04-21,Fridge,2016-04-21,.060,
2011-05-24,Dish Washer,2015-05-24,.001,
2011-02-24,Microwave,2014-02-24,.013,
2013-01-18,Garage door,2016-01-18,.018,
2013-09-19,Dish Washer,2015-09-19,.001,
2012-02-01,Microwave,2015-02-01,.138,
2014-01-19,Dish Washer,2017-01-19,.001,
2016-09-27,Furnace,2018-09-27,.364,
2014-02-21,Garage door,2016-02-21,.013,
2011-05-14,Fridge,2015-05-14,.052,
2013-01-05,Wine Cellar,2016-01-05,.082,
2010-03-21,Fridge,2014-03-21,.080,
2014-12-03,Wine Cellar,2018-12-03,.082,
2016-09-28,Dish Washer,2019-09-28,.001,
2015-02-10,Microwave,2019-02-10,.045,
2010-02-13,Garage door,2014-02-13,.013,
2014-06-06,Wine Cellar,2016-06-06,.008,
2012-10-12,Garage door,2014-10-12,.013,
2011-05-09,Wine Cellar,2015-05-09,.019,
2014-06-01,Furnace,2018-06-01,.020,
2012-03-31,Wine Cellar,2015-03-31,.007,
2011-05-23,Furnace,2014-05-23,.020,
2014-01-19,Microwave,2018-01-19,.003,
2016-02-18,Furnace,2018-02-18,.029,
2012-09-10,Microwave,2015-09-10,.019,
2015-03-13,Furnace,2017-03-13,.035,
2014-01-05,Dish Washer,2017-01-05,.001,
2010-11-27,Wine Cellar,2012-11-27,.044,
2012-12-23,Fridge,2016-12-23,.050,
2010-04-29,Furnace,2013-04-29,.254,
2014-02-09,Garage door,2018-02-09,.013,
2010-10-08,Fridge,2014-10-08,.066,
2014-06-13,Dish Washer,2018-06-13,.001,
2014-08-03,Microwave,2017-08-03,.023,
2013-06-17,Garage door,2015-06-17,.013,
2016-01-18,Furnace,2018-01-18,.020,
2016-10-03,Fridge,2020-10-03,.048,
2014-04-14,Wine Cellar,2018-04-14,.050,
2014-12-01,Garage door,2018-12-01,.013,
2015-04-18,Furnace,2018-04-18,.041,
2013-08-06,Furnace,2015-08-06,.020,
2010-11-04,Fridge,2013-11-04,.058,
2013-09-26,Furnace,2017-09-26,.021,
2011-06-24,Dish Washer,2015-06-24,.001,
2010-07-04,Wine Cellar,2014-07-04,.024,
2011-02-09,Microwave,2014-02-09,.004,
2013-07-24,Wine Cellar,2017-07-24,.108,
2016-03-26,Dish Washer,2020-03-26,.001,
2011-02-05,Wine Cellar,2015-02-05,.007,
2015-01-05,Furnace,2019-01-05,.030,
2011-09-30,Dish Washer,2013-09-30,.198,
2015-05-15,Garage door,2018-05-15,.013,
2010-06-23,Fridge,2014-06-23,.098,
2015-08-05,Dish Washer,2019-08-05,.001,
2014-06-08,Furnace,2016-06-08,.055,
2015-10-27,Furnace,2019-10-27,.020,
2011-05-21,Fridge,2013-05-21,.050,
2015-02-26,Furnace,2017-02-26,.021,
2015-10-13,Dish Washer,2017-10-13,.001,
2012-04-16,Wine Cellar,2016-04-16,.008,
2016-09-11,Fridge,2019-09-11,.005,
2015-02-16,Wine Cellar,2017-02-16,.035,
2016-01-18,Wine Cellar,2020-01-18,.126,
2012-03-23,Wine Cellar,2015-03-23,.007,
2012-04-30,Microwave,2016-04-30,.004,
2011-04-25,Dish Washer,2014-04-25,.223,
2014-08-16,Furnace,2016-08-16,.206,
2010-02-22,Fridge,2012-02-22,.064,
2012-08-07,Furnace,2014-08-07,.047,
2010-10-16,Fridge,2014-10-16,.076,
2015-08-15,Wine Cellar,2019-08-15,.074,
2016-08-05,Furnace,2018-08-05,.021,
2012-11-03,Microwave,2015-11-03,.004,
2013-10-18,Wine Cellar,2017-10-18,.009,
2016-09-19,Furnace,2018-09-19,.030,
2013-07-17,Fridge,2016-07-17,.053,
2010-03-09,Fridge,2013-03-09,.090,
2013-09-26,Dish Washer,2016-09-26,.001,
2012-03-06,Garage door,2015-03-06,.013,
2011-06-25,Microwave,2015-06-25,.004,
2013-01-08,Wine Cellar,2015-01-08,.009,
2011-10-19,Fridge,2014-10-19,.044,
2013-09-02,Wine Cellar,2017-09-02,.008,
2016-04-23,Furnace,2019-04-23,.149,
2010-05-23,Dish Washer,2014-05-23,.001,
2011-05-31,Furnace,2014-05-31,.285,
2015-04-05,Microwave,2019-04-05,.003,
2013-01-12,Fridge,2015-01-12,.042,
2016-02-01,Fridge,2019-02-01,.038,
2011-08-24,Wine Cellar,2013-08-24,.007,
2016-06-08,Furnace,2019-06-08,.021,
2016-11-02,Dish Washer,2018-11-02,.001,
2013-02-14,Furnace,2016-02-14,.021,
2012-07-12,Furnace,2016-07-12,.196,
2015-01-07,Furnace,2018-01-07,.020,
2014-04-05,Fridge,2017-04-05,.093,
2013-06-13,Furnace,2015-06-13,.214,
2011-05-15,Dish Washer,2015-05-15,.123,
2013-05-30,Garage door,2017-05-30,.015,
2012-07-06,Wine Cellar,2014-07-06,.123,
2013-07-28,Wine Cellar,2016-07-28,.010,
2010-07-15,Microwave,2013-07-15,.033,
2014-05-05,Microwave,2016-05-05,.011,
2012-06-17,Dish Washer,2014-06-17,.213,
2016-02-26,Dish Washer,2019-02-26,.402,
2013-12-22,Microwave,2015-12-22,.004,
2010-09-21,Dish Washer,2013-09-21,.001,
2012-11-09,Furnace,2014-11-09,.090,
2010-09-25,Garage door,2014-09-25,.014,
2011-11-20,Wine Cellar,2015-11-20,.086,
2011-02-25,Wine Cellar,2014-02-25,.094,
2014-12-06,Wine Cellar,2017-12-06,.067,
2015-08-21,Garage door,2017-08-21,.013,
2015-01-06,Fridge,2017-01-06,.051,
2010-06-04,Dish Washer,2013-06-04,.001,
2011-06-18,Fridge,2014-06-18,.044,
2012-10-31,Fridge,2016-10-31,.039,
2013-03-14,Fridge,2015-03-14,.141,
2016-05-24,Microwave,2018-05-24,.007,
2013-11-02,Wine Cellar,2017-11-02,.051,
2013-08-01,Fridge,2016-08-01,.070,
2016-03-18,Dish Washer,2020-03-18,.001,
2010-01-04,Furnace,2013-01-04,.219,
2010-04-16,Microwave,2014-04-16,.022,
2013-08-11,Garage door,2015-08-11,.013,
2010-05-03,Furnace,2012-05-03,.286,
2014-03-25,Dish Washer,2016-03-25,.001,
2013-09-06,Fridge,2017-09-06,.062,
2015-08-13,Garage door,2019-08-13,.014,
2013-11-01,Fridge,2016-11-01,.082,
2010-08-18,Wine Cellar,2012-08-18,.007,
2012-11-10,Garage door,2015-11-10,.012,
2015-04-18,Dish Washer,2017-04-18,.001,
2012-04-08,Wine Cellar,2016-04-08,.061,
2012-09-24,Wine Cellar,2016-09-24,.007,
2011-07-27,Dish Washer,2014-07-27,.001,
2012-05-24,Wine Cellar,2015-05-24,.007,
2013-02-16,Fridge,2017-02-16,.049,
2013-04-27,Furnace,2016-04-27,.021,
2012-06-07,Furnace,2014-06-07,.092,
2012-07-24,Dish Washer,2015-07-24,.001,
2014-02-21,Furnace,2018-02-21,.020,
2016-07-21,Garage door,2020-07-21,.013,
2013-11-25,Microwave,2017-11-25,.004,
2011-09-23,Garage door,2013-09-23,.013,
2015-02-05,Wine Cellar,2018-02-05,.101,
2015-02-10,Fridge,2018-02-10,.058,
2010-02-09,Furnace,2014-02-09,.294,
2012-09-23,Dish Washer,2015-09-23,.001,
2013-10-04,Furnace,2017-10-04,.021,
2015-12-15,Furnace,2018-12-15,.020,
2014-12-11,Fridge,2017-12-11,.054,
2013-05-24,Microwave,2017-05-24,.004,
2013-06-28,Furnace,2016-06-28,.020,
2012-01-23,Furnace,2016-01-23,.109,
2012-10-08,Dish Washer,2016-10-08,.001,
2013-04-08,Garage door,2016-04-08,.013,
2016-02-29,Wine Cellar,2018-02-28,.030,
2013-08-03,Furnace,2017-08-03,.106,
2014-07-04,Fridge,2016-07-04,.141,
2014-03-24,Microwave,2017-03-24,.003,
2011-09-07,Microwave,2014-09-07,.040,
2012-08-08,Dish Washer,2016-08-08,.001,
2012-01-18,Furnace,2015-01-18,.025,
2016-03-04,Fridge,2018-03-04,.005,
2016-10-10,Furnace,2020-10-10,.165,
2012-06-18,Dish Washer,2014-06-18,.001,
2014-10-10,Fridge,2017-10-10,.168,
2015-10-06,Fridge,2019-10-06,.061,
2012-07-24,Wine Cellar,2016-07-24,.082,
2014-12-25,Wine Cellar,2018-12-25,.104,
2016-04-28,Microwave,2019-04-28,.008,
2012-06-09,Wine Cellar,2016-06-09,.143,
2011-01-06,Dish Washer,2014-01-06,.364,
2010-10-19,Wine Cellar,2012-10-19,.137,
2016-07-25,Furnace,2019-07-25,.228,
2015-04-06,Microwave,2019-04-06,.003,
2015-02-20,Dish Washer,2018-02-20,.344,
2013-11-06,Fridge,2017-11-06,.074,
2011-07-26,Furnace,2013-07-26,.063,
2014-12-03,Furnace,2016-12-03,.020,
2011-11-23,Fridge,2015-11-23,.056,
2014-11-11,Furnace,2018-11-11,.021,
2015-08-24,Microwave,2019-08-24,.003,
2014-05-05,Dish Washer,2018-05-05,.001,
2012-06-01,Microwave,2016-06-01,.004,
2010-12-28,Microwave,2012-12-28,.013,
2010-06-30,Dish Washer,2012-06-30,.001,
2010-04-03,Garage door,2013-04-03,.014,
2011-07-22,Dish Washer,2013-07-22,.001,
2013-11-01,Furnace,2015-11-01,.020,
2011-03-06,Dish Washer,2013-03-06,.001,
2013-10-20,Furnace,2017-10-20,.020,
2014-04-02,Wine Cellar,2017-04-02,.071,
2014-09-05,Furnace,2017-09-05,.019,
2014-09-29,Fridge,2018-09-29,.084,
2014-04-11,Garage door,2016-04-11,.015,
2010-08-25,Furnace,2013-08-25,.063,
2016-08-07,Fridge,2018-08-07,.035,
2012-08-11,Furnace,2015-08-11,.020,
2010-10-13,Fridge,2013-10-13,.043,
2011-09-27,Dish Washer,2014-09-27,.001,
2010-04-16,Wine Cellar,2012-04-16,.007,
2016-09-15,Microwave,2019-09-15,.016,
2015-06-25,Fridge,2017-06-25,.022,
2014-08-28,Dish Washer,2016-08-28,.001,
2011-02-21,Microwave,2015-02-21,.004,
2011-05-29,Wine Cellar,2014-05-29,.007,
2013-11-17,Fridge,2016-11-17,.181,
2011-03-31,Garage door,2015-03-31,.013,
2012-06-03,Dish Washer,2014-06-03,.001,
2012-10-19,Dish Washer,2014-10-19,.197,
2010-11-07,Wine Cellar,2013-11-07,.007,
2011-01-10,Furnace,2014-01-10,.168,
2011-05-17,Wine Cellar,2015-05-17,.007,
2013-09-27,Dish Washer,2015-09-27,.001,
2013-04-23,Dish Washer,2015-04-23,.001,
2013-11-10,Microwave,2017-11-10,.004,
2013-02-20,Dish Washer,2015-02-20,.001,
2015-08-31,Fridge,2018-08-31,.028,
2011-06-11,Furnace,2013-06-11,.020,
2016-08-18,Wine Cellar,2018-08-18,.020,
2016-01-02,Fridge,2019-01-02,.080,
2016-09-22,Fridge,2018-09-22,.045,
2012-08-26,Fridge,2014-08-26,.062,
2013-01-25,Garage door,2016-01-25,.013,
2011-02-16,Garage door,2014-02-16,.013,
2014-12-29,Furnace,2016-12-29,.020,
2010-07-08,Microwave,2013-07-08,.004,
2011-11-30,Fridge,2015-11-30,.068,
2016-04-29,Wine Cellar,2020-04-29,.008,
2011-04-11,Fridge,2014-04-11,.118,
2016-07-03,Furnace,2020-07-03,.082,
2012-09-06,Furnace,2015-09-06,.020,
2013-11-08,Wine Cellar,2017-11-08,.029,
2012-08-20,Wine Cellar,2015-08-20,.007,
2012-12-18,Fridge,2014-12-18,.059,
2010-06-14,Furnace,2013-06-14,.054,
2016-07-06,Dish Washer,2018-07-06,.001,
2015-04-29,Fridge,2017-04-29,.017,
2012-06-06,Fridge,2016-06-06,.068,
2013-04-02,Dish Washer,2015-04-02,.001,
2015-04-18,Fridge,2017-04-18,.115,
2012-11-18,Furnace,2015-11-18,.020,
2012-08-28,Furnace,2014-08-28,.021,
2014-06-15,Furnace,2018-06-15,.020,
2014-05-10,Furnace,2017-05-10,.020,
2016-06-12,Furnace,2020-06-12,.020,
2014-05-29,Wine Cellar,2018-05-29,.067,
2012-09-16,Wine Cellar,2016-09-16,.007,
2015-09-17,Furnace,2017-09-17,.057,
2012-08-20,Fridge,2015-08-20,.013,
2014-07-22,Dish Washer,2016-07-22,.001,
2013-01-06,Microwave,2015-01-06,.004,
2013-01-02,Wine Cellar,2016-01-02,.047,
2011-07-16,Wine Cellar,2013-07-16,.033,
2013-04-07,Furnace,2017-04-07,.020,
2011-02-14,Wine Cellar,2014-02-14,.007,
2015-10-29,Wine Cellar,2017-10-29,.008,
2014-03-31,Dish Washer,2016-03-31,.001,
2013-06-30,Dish Washer,2016-06-30,.001,
2014-07-14,Wine Cellar,2018-07-14,.075,
2016-11-10,Wine Cellar,2018-11-10,.018,
2012-11-20,Wine Cellar,2015-11-20,.128,
2014-01-11,Furnace,2017-01-11,.065,
2010-12-19,Fridge,2013-12-19,.044,
2014-10-06,Furnace,2018-10-06,.020,
2012-05-18,Wine Cellar,2015-05-18,.007,
2014-04-05,Dish Washer,2016-04-05,.363,
2013-03-28,Microwave,2015-03-28,.004,
2013-05-19,Garage door,2017-05-19,.013,
2010-12-12,Dish Washer,2012-12-12,.001,
2011-06-13,Fridge,2015-06-13,.005,
2011-02-28,Fridge,2015-02-28,.127,
2013-06-12,Microwave,2016-06-12,.003,
2010-06-14,Dish Washer,2014-06-14,.001,
2014-05-18,Fridge,2018-05-18,.005,
2010-09-30,Furnace,2013-09-30,.034,
2016-06-11,Wine Cellar,2019-06-11,.038,
2015-05-17,Microwave,2019-05-17,.004,
2016-02-26,Microwave,2019-02-26,.003,
2015-01-12,Furnace,2017-01-12,.107,
2013-08-24,Furnace,2015-08-24,.020,
2010-01-21,Dish Washer,2013-01-21,.255,
2016-10-22,Dish Washer,2018-10-22,.001,
2015-10-22,Wine Cellar,2018-10-22,.008,
2014-05-12,Wine Cellar,2017-05-12,.022,
2016-05-25,Dish Washer,2020-05-25,.001,
2012-01-31,Fridge,2016-01-31,.005,
2012-01-12,Wine Cellar,2016-01-12,.007,
2012-11-21,Furnace,2016-11-21,.123,
2014-11-29,Microwave,2016-11-29,.004,
2011-06-17,Dish Washer,2014-06-17,.001,
2015-04-07,Dish Washer,2017-04-07,.001,
2011-07-08,Wine Cellar,2015-07-08,.007,
2011-07-11,Furnace,2015-07-11,.206,
2013-04-16,Wine Cellar,2015-04-16,.030,
2015-12-01,Dish Washer,2018-12-01,.001,
2013-04-24,Microwave,2015-04-24,.004,
2010-07-22,Wine Cellar,2014-07-22,.012,
2015-12-26,Garage door,2019-12-26,.013,
2014-06-07,Dish Washer,2017-06-07,.214,
2012-04-18,Wine Cellar,2015-04-18,.008,
2013-02-28,Garage door,2015-02-28,.013,
2010-02-12,Fridge,2013-02-12,.063,
2014-12-06,Garage door,2016-12-06,.013,
2011-01-06,Furnace,2015-01-06,.011,
2010-01-05,Dish Washer,2012-01-05,.001,
2010-07-29,Furnace,2012-07-29,.020,
2011-08-08,Fridge,2014-08-08,.044,
2014-01-22,Furnace,2017-01-22,.020,
2016-03-10,Fridge,2018-03-10,.055,
2013-07-29,Furnace,2017-07-29,.027,
2010-02-26,Wine Cellar,2013-02-26,.007,
2010-04-12,Dish Washer,2013-04-12,.123,
2010-08-09,Furnace,2012-08-09,.163,
2014-08-26,Furnace,2017-08-26,.021,
2010-02-13,Furnace,2013-02-13,.123,
2011-10-29,Wine Cellar,2015-10-29,.105,
2012-02-07,Furnace,2014-02-07,.071,
2013-09-20,Garage door,2017-09-20,.015,
2014-03-16,Fridge,2017-03-16,.112,
2014-02-19,Garage door,2017-02-19,.013,
2010-02-22,Garage door,2012-02-22,.016,
2013-12-09,Fridge,2015-12-09,.136,
2014-01-06,Furnace,2016-01-06,.271,
2011-01-30,Microwave,2015-01-30,.009,
2014-05-11,Microwave,2016-05-11,.003,
2013-05-08,Garage door,2017-05-08,.013,
2015-08-29,Furnace,2017-08-29,.149,
2014-10-09,Dish Washer,2017-10-09,.001,
2014-03-31,Wine Cellar,2018-03-31,.071,
2015-03-30,Fridge,2017-03-30,.181,
2016-02-01,Garage door,2019-02-01,.015,
2016-03-30,Wine Cellar,2019-03-30,.008,
2012-01-05,Wine Cellar,2014-01-05,.007,
2012-03-11,Dish Washer,2015-03-11,.001,
2011-07-03,Garage door,2014-07-03,.017,
2016-03-28,Furnace,2020-03-28,.047,
2011-08-01,Fridge,2015-08-01,.005,
2015-07-06,Fridge,2018-07-06,.006,
2010-06-07,Wine Cellar,2012-06-07,.007,
2012-01-10,Fridge,2014-01-10,.055,
2010-12-09,Fridge,2014-12-09,.038,
2011-05-15,Wine Cellar,2013-05-15,.061,
2013-12-26,Furnace,2015-12-26,.021,
2014-06-23,Fridge,2016-06-23,.078,
2015-06-08,Dish Washer,2017-06-08,.001,
2016-02-21,Furnace,2019-02-21,.022,
2014-02-12,Garage door,2018-02-12,.014,
2015-03-16,Furnace,2018-03-16,.020,
2014-10-04,Fridge,2017-10-04,.005,
2013-07-23,Furnace,2016-07-23,.020,
2015-05-27,Microwave,2018-05-27,.004,
2011-07-07,Dish Washer,2015-07-07,.001,
2015-10-22,Fridge,2018-10-22,.033,
2016-02-07,Wine Cellar,2019-02-07,.008,
2010-10-14,Fridge,2012-10-14,.051,
2010-04-03,Fridge,2014-04-03,.042,
2011-07-24,Wine Cellar,2015-07-24,.013,
2011-12-31,Fridge,2014-12-31,.059,
2013-02-13,Wine Cellar,2015-02-13,.151,
2013-01-26,Microwave,2016-01-26,.003,
2010-05-29,Garage door,2014-05-29,.013,
2014-10-14,Fridge,2016-10-14,.124,
2011-03-01,Wine Cellar,2013-03-01,.007,
2014-08-01,Garage door,2018-08-01,.013,
2014-04-09,Dish Washer,2017-04-09,.001,
2016-01-21,Dish Washer,2019-01-21,.001,
2012-07-29,Dish Washer,2015-07-29,.001,
2012-01-11,Fridge,2015-01-11,.045,
2011-03-01,Fridge,2013-03-01,.066,
2014-11-04,Dish Washer,2016-11-04,.001,
2016-10-15,Dish Washer,2020-10-15,.356,
2015-06-17,Garage door,2018-06-17,.013,
2014-08-09,Wine Cellar,2017-08-09,.051,
2016-11-15,Furnace,2020-11-15,.121,
2010-01-14,Furnace,2012-01-14,.029,
2010-12-04,Wine Cellar,2014-12-04,.025,
2012-02-29,Garage door,2016-02-29,.017,
2015-12-20,Furnace,2017-12-20,.186,
2010-05-09,Furnace,2012-05-09,.090,
2011-02-01,Furnace,2014-02-01,.033,
2013-06-22,Wine Cellar,2015-06-22,.097,
2015-09-21,Wine Cellar,2019-09-21,.008,
2014-01-11,Garage door,2018-01-11,.015,
2011-05-31,Dish Washer,2013-05-31,.001,
2014-07-01,Furnace,2018-07-01,.020,
2011-08-06,Furnace,2014-08-06,.065,
2013-12-03,Dish Washer,2016-12-03,.001,
2016-04-19,Garage door,2018-04-19,.013,
2012-10-04,Wine Cellar,2014-10-04,.008,
2014-06-12,Wine Cellar,2016-06-12,.074,
2012-09-16,Microwave,2015-09-16,.004,
2016-04-01,Dish Washer,2020-04-01,.625,
2010-12-15,Fridge,2014-12-15,.049,
2015-02-11,Garage door,2019-02-11,.013,
2011-03-08,Fridge,2015-03-08,.071,
2012-06-11,Fridge,2015-06-11,.123,
2013-09-14,Wine Cellar,2016-09-14,.101,
2010-06-22,Dish Washer,2014-06-22,.001,
2013-08-22,Microwave,2017-08-22,.004,
2011-12-11,Dish Washer,2013-12-11,.001,
2016-03-25,Furnace,2019-03-25,.206,
2015-11-14,Fridge,2017-11-14,.031,
2016-08-26,Furnace,2020-08-26,.181,
2014-08-30,Furnace,2016-08-30,.022,
2010-02-22,Furnace,2014-02-22,.185,
2014-12-27,Fridge,2017-12-27,.061,
2011-11-17,Microwave,2013-11-17,.004,
2015-05-26,Dish Washer,2018-05-26,.001,
2013-12-13,Furnace,2016-12-13,.021,
2010-04-16,Dish Washer,2012-04-16,.001,
2015-02-02,Furnace,2017-02-02,.020,
2014-09-03,Furnace,2017-09-03,.021,
2014-02-27,Dish Washer,2016-02-27,.001,
2013-05-13,Fridge,2016-05-13,.078,
2016-04-07,Fridge,2020-04-07,.006,
2011-03-26,Furnace,2013-03-26,.154,
2015-11-20,Furnace,2019-11-20,.137,
2011-08-18,Furnace,2015-08-18,.238,
2013-04-15,Furnace,2017-04-15,.027,
2016-01-13,Garage door,2019-01-13,.013,
2012-06-27,Fridge,2016-06-27,.035,
2011-06-29,Garage door,2015-06-29,.014,
2013-06-21,Microwave,2017-06-21,.004,
2015-09-08,Garage door,2018-09-08,.013,
2012-06-25,Wine Cellar,2016-06-25,.007,
2013-02-18,Microwave,2015-02-18,.004,
2016-08-16,Wine Cellar,2018-08-16,.008,
2014-08-22,Wine Cellar,2017-08-22,.144,
2012-11-01,Fridge,2016-11-01,.022,
2013-08-20,Furnace,2017-08-20,.032,
2013-06-12,Furnace,2015-06-12,.020,
2012-12-22,Dish Washer,2016-12-22,.001,
2016-08-07,Furnace,2019-08-07,.109,
2015-06-09,Furnace,2017-06-09,.020,
2010-11-19,Furnace,2012-11-19,.086,
2016-11-24,Garage door,2020-11-24,.013,
2013-03-31,Microwave,2015-03-31,.004,
2015-07-16,Furnace,2019-07-16,.020,
2015-10-12,Garage door,2019-10-12,.013,
2012-02-08,Fridge,2016-02-08,.054,
2012-02-05,Furnace,2015-02-05,.180,
2015-07-18,Dish Washer,2017-07-18,.001,
2015-08-26,Garage door,2018-08-26,.013,
2010-05-03,Fridge,2012-05-03,.048,
2015-11-18,Microwave,2018-11-18,.003,
2010-08-07,Furnace,2013-08-07,.141,
2016-09-03,Garage door,2018-09-03,.013,
2011-10-07,Dish Washer,2013-10-07,.001,
2015-07-24,Wine Cellar,2017-07-24,.037,
2014-05-23,Microwave,2017-05-23,.004,
2015-12-05,Wine Cellar,2019-12-05,.037,
2010-05-17,Garage door,2013-05-17,.013,
2013-10-05,Furnace,2017-10-05,.021,
2015-05-21,Dish Washer,2018-05-21,.001,
2014-08-26,Dish Washer,2016-08-26,.001,
2011-04-26,Microwave,2015-04-26,.020,
2010-10-13,Dish Washer,2014-10-13,.001,
2014-08-26,Wine Cellar,2018-08-26,.078,
2010-12-30,Garage door,2014-12-30,.013,
2012-03-26,Fridge,2014-03-26,.082,
2012-12-31,Furnace,2015-12-31,.034,
2012-03-25,Wine Cellar,2016-03-25,.007,
2013-05-24,Wine Cellar,2016-05-24,.065,
2016-11-19,Dish Washer,2020-11-19,.001,
2011-03-06,Wine Cellar,2013-03-06,.007,
2012-08-26,Furnace,2015-08-26,.257,
2013-07-12,Furnace,2015-07-12,.068,
2016-06-25,Furnace,2019-06-25,.269,
2016-04-04,Dish Washer,2020-04-04,.001,
2013-05-09,Microwave,2017-05-09,.004,
2011-01-20,Furnace,2013-01-20,.462,
2015-11-21,Microwave,2018-11-21,.003,
2010-05-29,Fridge,2014-05-29,.045,
2011-05-03,Fridge,2014-05-03,.043,
2012-04-04,Dish Washer,2016-04-04,.001,
2013-04-24,Wine Cellar,2016-04-24,.041,
2011-11-12,Fridge,2013-11-12,.057,
2011-07-11,Wine Cellar,2013-07-11,.011,
2011-12-03,Fridge,2013-12-03,.075,
2012-07-20,Wine Cellar,2014-07-20,.007,
2010-07-11,Furnace,2013-07-11,.308,
2014-01-12,Microwave,2018-01-12,.003,
2014-05-29,Fridge,2018-05-29,.015,
2013-12-12,Wine Cellar,2015-12-12,.008,
2010-08-25,Wine Cellar,2013-08-25,.088,
2016-03-25,Fridge,2020-03-25,.088,
2014-03-28,Fridge,2018-03-28,.122,
2012-03-19,Dish Washer,2015-03-19,.001,
2010-04-15,Microwave,2013-04-15,.004,
2012-02-19,Furnace,2015-02-19,.393,
2011-12-30,Microwave,2015-12-30,.031,
2014-12-24,Wine Cellar,2017-12-24,.087,
